1	10
2	1,8,17,94,98,99
3	6,12,13,93,97
4	23,31,35,45,67,79
5	3,4,16,25,26,42,56,60,64,100
6	55
7	2,24,29,34,39,51,53,57,58,61,63,65
8	15,66,76,81
9	73,85,89
10	9,30,44,46,47,49,86,90
11	5,7,43,62,87
12	20,41,75,77
13	18,21,69,74,80
14	11,22,28,32,37,68,70,71,72,92
15	19,27,78,88
16	48,82
17	36,95,96
18	14,33,40,50,83,84,91
19	38,52,59
20	54

Goodness (SSE) for the clustering is : 5.3930917814874695
