1	5,7,43,62,87
2	31,79
3	11,22,28,36,37,48,68,70,71,72,82,83,92,95,96
4	1,8,17,94,98,99
5	2,24,29,34,51,53,57,61,63,65
6	16,56,64
7	20,41,54,55,77
8	10
9	19,27,39,58,73,78,85,88,89
10	32,52,59
11	14,18,21,33,40,50,69,74,84,91
12	9,44,49
13	3,4,25,26,42,60,80,100
14	15,23,30,35,45,46,47,66,67,76,81,86,90
15	6,12,13,38,75,93,97

Goodness (SSE) for the clustering is : 5.915850591885448
